experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType
mp-game-6	pilot	1816-d469e9cd-6e34-415a-93eb-d57de49ce32b	1.5481E+12	explorer	35	flowers with (thorns and purple petals) or orange stems	flowers_thorns_purple_petals_or_orange_stems	0	"No, not consistently. "	3.216	chatMessage	S
mp-game-6	pilot	1816-d469e9cd-6e34-415a-93eb-d57de49ce32b	1.5481E+12	student	35	flowers with (thorns and purple petals) or orange stems	flowers_thorns_purple_petals_or_orange_stems	0	Any consistencies in things that weren't zorbs?	11.791	chatMessage	S
mp-game-6	pilot	1816-d469e9cd-6e34-415a-93eb-d57de49ce32b	1.5481E+12	explorer	35	flowers with (thorns and purple petals) or orange stems	flowers_thorns_purple_petals_or_orange_stems	0	"No, I checked for that as well"	4.421	chatMessage	S
mp-game-6	pilot	1816-d469e9cd-6e34-415a-93eb-d57de49ce32b	1.5481E+12	student	35	flowers with (thorns and purple petals) or orange stems	flowers_thorns_purple_petals_or_orange_stems	0	I can't think of anything else. If you're ready to continue I am. 	11.205	chatMessage	S
mp-game-6	pilot	1816-d469e9cd-6e34-415a-93eb-d57de49ce32b	1.5481E+12	explorer	35	flowers with (thorns and purple petals) or orange stems	flowers_thorns_purple_petals_or_orange_stems	0	I'm ready	1.385	chatMessage	C
mp-game-6	pilot	1816-d469e9cd-6e34-415a-93eb-d57de49ce32b	1.5481E+12	explorer	15	birds with orange wings and tails	birds_orange_wings_tails	1	Ollers have tail feathers (doesn't matter what color) and an orange wing. 	18.358	chatMessage	I
mp-game-6	pilot	1816-d469e9cd-6e34-415a-93eb-d57de49ce32b	1.5481E+12	explorer	15	birds with orange wings and tails	birds_orange_wings_tails	1	If they have tail feathers and a white or any other color wing - they are not ollers.	12.206	chatMessage	I
mp-game-6	pilot	1816-d469e9cd-6e34-415a-93eb-d57de49ce32b	1.5481E+12	explorer	15	birds with orange wings and tails	birds_orange_wings_tails	1	"But they must have tail feathers, and an orange wing, nothing else matters. "	12.011	chatMessage	I
mp-game-6	pilot	1816-d469e9cd-6e34-415a-93eb-d57de49ce32b	1.5481E+12	student	15	birds with orange wings and tails	birds_orange_wings_tails	1	Okay. Sounds like we're ready.	8.985	chatMessage	C
mp-game-6	pilot	1816-d469e9cd-6e34-415a-93eb-d57de49ce32b	1.5481E+12	explorer	15	birds with orange wings and tails	birds_orange_wings_tails	1	Perfect	1.304	chatMessage	C
