"workerid","col4_crit","species","prop2_crit","trial_num","question","time_in_seconds","prop1_crit","critter","col1_crit","tar1_crit","tar2_crit","col3_crit","col2_crit","distribution","col4","col5","col2","col3","col1","response","trial_type","prop1","prop2","col5_crit","tar2","tar1"
0,-99,"wug","fatness",11,"find creatures",3.838,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","Wugs are blue.","learning_trial",0.417800250673,0.313573289392,-99,0,0
0,-99,"fep","fatness",12,"find creatures",4.328,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","Feps are skinny.","learning_trial",0.645426974229,0.632555070529,-99,0,0
0,-99,"lorch","fatness",1,"find creatures",4.637,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","Fep","test_trial",0.544984558682,0.0271870433334,-99,0,0
0,-99,"lorch","fatness",2,"find creatures",2.28,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","Wug","test_trial",0.662131388636,0.01804021303,-99,0,0
0,-99,"fep","fatness",3,"find creatures",3.292,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","Feg","test_trial",0.645426974229,0.632555070529,-99,0,0
0,-99,"wug","fatness",4,"find creatures",1.835,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","Wug","test_trial",0.319159125196,0.866773407248,-99,0,0
1,-99,"lorch","fatness",1,"find creatures",26.473,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","purple normal size","learning_trial",0.200475044386,0.744197606112,-99,0,0
1,-99,"lorch","fatness",2,"find creatures",8.987,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec900","#eec900","#eec900","normal size","learning_trial",0.527311774205,0.87845778624,-99,0,0
1,-99,"fep","fatness",3,"find creatures",6.982,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","flat wide head","learning_trial",0.635824474321,0.227793815631,-99,0,0
1,-99,"wug","fatness",4,"find creatures",5.115,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","small head","learning_trial",0.85819516136,0.837141828327,-99,0,0
1,-99,"lorch","fatness",5,"find creatures",7.439,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","normal body size","learning_trial",0.522451960019,0.982163776896,-99,0,0
1,-99,"wug","fatness",6,"find creatures",8.493,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","tall and lanky","learning_trial",0.776951413636,0.231908024875,-99,0,0
1,-99,"fep","fatness",7,"find creatures",6.375,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","short body","learning_trial",0.0435699577006,0.417891822548,-99,0,0
1,-99,"lorch","fatness",8,"find creatures",6.188,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","tall and lanky","learning_trial",0.460853392423,0.173344365521,-99,0,0
1,-99,"wug","fatness",9,"find creatures",5.317,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","short body","learning_trial",0.138742056913,0.155046954236,-99,0,0
1,-99,"fep","fatness",10,"find creatures",9.111,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","tall and lanky","learning_trial",0.913710738076,0.661097099274,-99,0,0
1,-99,"wug","fatness",11,"find creatures",7.126,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","short body","learning_trial",0.532425753523,0.657054408879,-99,0,0
1,-99,"fep","fatness",12,"find creatures",5.639,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","normal body","learning_trial",0.578361891097,0.30446255884,-99,0,0
1,-99,"wug","fatness",1,"find creatures",6.224,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","fep","test_trial",0.532425753523,0.657054408879,-99,0,0
1,-99,"fep","fatness",2,"find creatures",3.655,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","wug","test_trial",0.913710738076,0.661097099274,-99,0,0
1,-99,"lorch","fatness",3,"find creatures",2.957,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec900","#eec900","#eec900","lorch","test_trial",0.527311774205,0.87845778624,-99,0,0
1,-99,"lorch","fatness",4,"find creatures",3.51,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","lorch","test_trial",0.522451960019,0.982163776896,-99,0,0
2,-99,"fep","fatness",1,"find all of the creatures",14.019,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc901","#edc901","#edc901","yellow with yellow beak. Short is fep","learning_trial",0.341034860172,0.725435241524,-99,0,0
2,-99,"lorch","fatness",2,"find all of the creatures",10.023,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc901","#edc901","#edc901","lorch: yellow, tall, wide head","learning_trial",0.852782799124,0.136335680377,-99,0,0
2,-99,"lorch","fatness",3,"find all of the creatures",10.583,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dd","#dc74dd","#dc74dd","lorch: purple taller wide head","learning_trial",0.638641200642,0.172065401097,-99,0,0
2,-99,"wug","fatness",4,"find all of the creatures",6.631,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug: blue short wide head","learning_trial",0.151198071411,0.245316615389,-99,0,0
2,-99,"fep","fatness",5,"find all of the creatures",6.878,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc901","#edc901","#edc901","fep: regular portioned yellow","learning_trial",0.560568762536,0.523952180806,-99,0,0
2,-99,"fep","fatness",6,"find all of the creatures",6.791,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc901","#edc901","#edc901","fep: regular sized yellow","learning_trial",0.690621947337,0.558803065506,-99,0,0
2,-99,"lorch","fatness",7,"find all of the creatures",20.648,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dd","#dc74dd","#dc74dd","lorch: regular portion purple","learning_trial",0.198486119019,0.740416610387,-99,0,0
2,-99,"fep","fatness",8,"find all of the creatures",11.118,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc901","#edc901","#edc901","fep: yellow, short, reg","learning_trial",0.170233941428,0.403897851647,-99,0,0
2,-99,"wug","fatness",9,"find all of the creatures",5.623,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug: blue wide head","learning_trial",0.331346998296,0.123809905509,-99,0,0
2,-99,"lorch","fatness",10,"find all of the creatures",5.967,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dd","#dc74dd","#dc74dd","lorch: tall purple","learning_trial",0.904226249011,0.666798397659,-99,0,0
2,-99,"wug","fatness",11,"find all of the creatures",5.503,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug: blue wide","learning_trial",0.723909957471,0.85274136863,-99,0,0
2,-99,"wug","fatness",12,"find all of the creatures",6.671,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug: blue wide head","learning_trial",0.502892175679,0.120771311219,-99,0,0
2,-99,"lorch","fatness",1,"find all of the creatures",3.159,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc901","#edc901","#edc901","fep","test_trial",0.852782799124,0.136335680377,-99,0,0
2,-99,"fep","fatness",2,"find all of the creatures",4.375,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc901","#edc901","#edc901","fep","test_trial",0.341034860172,0.725435241524,-99,0,0
2,-99,"wug","fatness",3,"find all of the creatures",3.707,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug
","test_trial",0.151198071411,0.245316615389,-99,0,0
2,-99,"lorch","fatness",4,"find all of the creatures",2.658,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dd","#dc74dd","#dc74dd","lorch","test_trial",0.904226249011,0.666798397659,-99,0,0
3,-99,"lorch","fatness",1,"find creatures",22.145,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","lorch is purple and stalky","learning_trial",0.0087490886619,0.900932255752,-99,0,0
3,-99,"wug","fatness",2,"find creatures",11.903,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug is blue and tall","learning_trial",0.77256153825,0.274305578864,-99,0,0
3,-99,"fep","fatness",3,"find creatures",16.971,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc902","#edc902","#edc902","fep is yellow and is medium height and somewhat stalky","learning_trial",0.692269997267,0.574724904693,-99,0,0
3,-99,"lorch","fatness",4,"find creatures",10.654,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","lorch is purple and short","learning_trial",0.00923676921799,0.5493958531,-99,0,0
3,-99,"wug","fatness",5,"find creatures",22.693,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","a wug is blue, stalky and kind of fat","learning_trial",0.506592964291,0.955956702504,-99,0,0
3,-99,"lorch","fatness",6,"find creatures",9.564,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","a lorch is tall and purple","learning_trial",0.835464340895,0.599729358806,-99,0,0
3,-99,"fep","fatness",7,"find creatures",18.266,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc902","#edc902","#edc902","a fep is yellow and has a big head, little body","learning_trial",0.0347806370907,0.116113840554,-99,0,0
3,-99,"wug","fatness",8,"find creatures",16.086,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","a wug is blue with a odd shaped head and skinny, tall bdy","learning_trial",0.457434665464,0.0179673442543,-99,0,0
3,-99,"lorch","fatness",9,"find creatures",12.94,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc901","#edc901","#edc901","a lorch is yellow, tall and skinny","learning_trial",0.588031252007,0.144947767516,-99,0,0
3,-99,"wug","fatness",10,"find creatures",15.11,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","a wug has a flat head, its blue and medium height","learning_trial",0.457445034955,0.122213379532,-99,0,0
3,-99,"fep","fatness",11,"find creatures",16.981,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc902","#edc902","#edc902","a fep is yellow, stalky, and has a flatish head","learning_trial",0.548130742559,0.46258841205,-99,0,0
3,-99,"fep","fatness",12,"find creatures",12.637,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc902","#edc902","#edc902","a fep is yellow, short and has a flat head","learning_trial",0.176760357732,0.0288081889461,-99,0,0
3,-99,"lorch","fatness",1,"find creatures",15.862,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc901","#edc901","#edc901","lorch","test_trial",0.588031252007,0.144947767516,-99,0,0
3,-99,"fep","fatness",2,"find creatures",5.971,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc902","#edc902","#edc902","lorch","test_trial",0.176760357732,0.0288081889461,-99,0,0
3,-99,"wug","fatness",3,"find creatures",4.214,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","fep","test_trial",0.457434665464,0.0179673442543,-99,0,0
3,-99,"lorch","fatness",4,"find creatures",13.35,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","lorch","test_trial",0.0087490886619,0.900932255752,-99,0,0
4,-99,"fep","fatness",1,"find all of the creatures",40.241,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc902","#edc902","#edc902","fep = yellow, short body, wide beak, small yellow eyes with black circles around the eye.","learning_trial",0.0191269743451,0.242892491395,-99,0,0
4,-99,"fep","fatness",2,"find all of the creatures",30.498,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc902","#edc902","#edc902","fep = yellow, long body, narrow beak, small yellow eyes with black circles around the eye.","learning_trial",0.949918419819,0.435229681706,-99,0,0
4,-99,"lorch","fatness",3,"find all of the creatures",51.13,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec901","#eec901","#eec901","lorch = oval head, yellow, long torso, short legs, wide beak, small yellow eyes with black circles around eyes","learning_trial",0.530223109216,0.0618174486732,-99,0,0
4,-99,"lorch","fatness",4,"find all of the creatures",16.808,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec901","#eec901","#eec901","lorch = short body, wide beak, yellow. ","learning_trial",0.0346716786118,0.178820944848,-99,0,0
4,-99,"fep","fatness",5,"find all of the creatures",16.889,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc902","#edc902","#edc902","fep = wide beak, yellow, short body and legs.","learning_trial",0.309855236966,0.26572790584,-99,0,0
4,-99,"wug","fatness",6,"find all of the creatures",17.616,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","wug = blue, wide beak, short legs and body.","learning_trial",0.0786145694688,0.0891192191875,-99,0,0
4,-99,"wug","fatness",7,"find all of the creatures",15.214,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","wug = blue, narrow beak, long body.","learning_trial",0.903098392289,0.362995751835,-99,0,0
4,-99,"fep","fatness",8,"find all of the creatures",11.757,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc902","#edc902","#edc902","fep = yellow, shorty body and legs.","learning_trial",0.278111749517,0.375762141985,-99,0,0
4,-99,"lorch","fatness",9,"find all of the creatures",17.256,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","lorch = pink, wide beak, short body and legs","learning_trial",0.405957716875,0.457867994947,-99,0,0
4,-99,"wug","fatness",10,"find all of the creatures",15.102,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","wug = blue, wide beak, short body and legs.","learning_trial",0.402607606227,0.731000100931,-99,0,0
4,-99,"wug","fatness",11,"find all of the creatures",18.009,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","wug = oval head, wide beak, blue, short legs and body.","learning_trial",0.13183702434,0.0761845797877,-99,0,0
4,-99,"lorch","fatness",12,"find all of the creatures",16.046,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","lorch = pink, narrow beak, long legs and body.","learning_trial",0.916422908018,0.143258674204,-99,0,0
4,-99,"fep","fatness",1,"find all of the creatures",5.52,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc902","#edc902","#edc902","fep","test_trial",0.949918419819,0.435229681706,-99,0,0
4,-99,"lorch","fatness",2,"find all of the creatures",4.013,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","lorch","test_trial",0.405957716875,0.457867994947,-99,0,0
4,-99,"wug","fatness",3,"find all of the creatures",2.21,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","wug","test_trial",0.402607606227,0.731000100931,-99,0,0
4,-99,"lorch","fatness",4,"find all of the creatures",4.116,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec901","#eec901","#eec901","fep","test_trial",0.530223109216,0.0618174486732,-99,0,0
5,-99,"wug","fatness",1,"find creatures",21.545,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug: blue, fatter wing","learning_trial",0.949059956367,0.85140430076,-99,0,0
5,-99,"wug","fatness",2,"find creatures",9.6,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug: blue, fat head","learning_trial",0.932454387405,0.0139960806244,-99,0,0
5,-99,"lorch","fatness",3,"find creatures",22.416,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc800","#edc800","#edc800","lorch: yellow, ""average"" size","learning_trial",0.049271703689,0.490485153702,-99,0,0
5,-99,"fep","fatness",4,"find creatures",18.017,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","fep: yellow, tall","learning_trial",0.943548840605,0.453685045491,-99,0,0
5,-99,"fep","fatness",5,"find creatures",10.776,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","fep: yellow, fat head, tall","learning_trial",0.857321855321,0.100048394769,-99,0,0
5,-99,"wug","fatness",6,"find creatures",7.191,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug: blue, fat head","learning_trial",0.590157337029,0.302357148085,-99,0,0
5,-99,"lorch","fatness",7,"find creatures",9.187,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dd74dc","#dd74dc","#dd74dc","lorch: pink, fat head, ""short""","learning_trial",0.0906510254539,0.237400030569,-99,0,0
5,-99,"fep","fatness",8,"find creatures",14.313,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","fep: yellow, fat body, smaller head","learning_trial",0.883363503008,0.90039026896,-99,0,0
5,-99,"wug","fatness",9,"find creatures",13.629,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug: blue, average body, wide head","learning_trial",0.580462302628,0.454428866488,-99,0,0
5,-99,"lorch","fatness",10,"find creatures",9.412,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc800","#edc800","#edc800","lorch:  yellow, fat body and small head","learning_trial",0.59723622792,0.982473718523,-99,0,0
5,-99,"lorch","fatness",11,"find creatures",7.23,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dd74dc","#dd74dc","#dd74dc","lorch: pink, fat head, average body","learning_trial",0.630223732233,0.164305454852,-99,0,0
5,-99,"fep","fatness",12,"find creatures",11.919,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","fep: yellow, average body","learning_trial",0.199392197817,0.493550543904,-99,0,0
5,-99,"wug","fatness",1,"find creatures",3.709,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug","test_trial",0.580462302628,0.454428866488,-99,0,0
5,-99,"fep","fatness",2,"find creatures",2.768,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","lorch","test_trial",0.199392197817,0.493550543904,-99,0,0
5,-99,"lorch","fatness",3,"find creatures",2.989,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dd74dc","#dd74dc","#dd74dc","lorch","test_trial",0.0906510254539,0.237400030569,-99,0,0
5,-99,"lorch","fatness",4,"find creatures",2.167,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc800","#edc800","#edc800","wep","test_trial",0.59723622792,0.982473718523,-99,0,0
6,-99,"lorch","fatness",1,"find all of the creatures",10.49,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","lorch purple
","learning_trial",0.264539303604,0.079854578875,-99,0,0
6,-99,"wug","fatness",2,"find all of the creatures",6.725,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug blue","learning_trial",0.321420484043,0.354930185039,-99,0,0
6,-99,"wug","fatness",3,"find all of the creatures",4.62,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug blue","learning_trial",0.120507491324,0.31789438737,-99,0,0
6,-99,"lorch","fatness",4,"find all of the creatures",5.643,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc901","#edc901","#edc901","lorch yellow ","learning_trial",0.414388816839,0.428505534557,-99,0,0
6,-99,"lorch","fatness",5,"find all of the creatures",5.558,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","lorch purple","learning_trial",0.950452524088,0.103460048679,-99,0,0
6,-99,"wug","fatness",6,"find all of the creatures",3.527,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug blue","learning_trial",0.920365812021,0.929164673544,-99,0,0
6,-99,"fep","fatness",7,"find all of the creatures",5.489,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec901","#eec901","#eec901","fep yellow","learning_trial",0.435867241102,0.513458069718,-99,0,0
6,-99,"wug","fatness",8,"find all of the creatures",4.937,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wg blue","learning_trial",0.947656579269,0.0794687885551,-99,0,0
6,-99,"fep","fatness",9,"find all of the creatures",4.116,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec901","#eec901","#eec901","fep yellow","learning_trial",0.804204560402,0.147570372779,-99,0,0
6,-99,"fep","fatness",10,"find all of the creatures",6.482,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec901","#eec901","#eec901","fep yellow","learning_trial",0.18698423535,0.371184257239,-99,0,0
6,-99,"fep","fatness",11,"find all of the creatures",4.709,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec901","#eec901","#eec901","fep yellow","learning_trial",0.499160143516,0.397814341438,-99,0,0
6,-99,"lorch","fatness",12,"find all of the creatures",4.392,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","lorch purple","learning_trial",0.465218907851,0.62491898722,-99,0,0
6,-99,"lorch","fatness",1,"find all of the creatures",5.456,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","lorch","test_trial",0.465218907851,0.62491898722,-99,0,0
6,-99,"wug","fatness",2,"find all of the creatures",2.269,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug","test_trial",0.321420484043,0.354930185039,-99,0,0
6,-99,"fep","fatness",3,"find all of the creatures",2.549,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec901","#eec901","#eec901","fep","test_trial",0.18698423535,0.371184257239,-99,0,0
6,-99,"lorch","fatness",4,"find all of the creatures",2.142,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc901","#edc901","#edc901","fep","test_trial",0.414388816839,0.428505534557,-99,0,0
7,-99,"fep","fatness",1,"find creatures",8.06,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec901","#eec901","#eec901","yellow","learning_trial",0.581127475502,0.771858513388,-99,0,0
7,-99,"fep","fatness",2,"find creatures",10.78,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec901","#eec901","#eec901","fep","learning_trial",0.99442579116,0.958489549877,-99,0,0
7,-99,"fep","fatness",3,"find creatures",4.878,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec901","#eec901","#eec901","fep","learning_trial",0.599783477738,0.66693715115,-99,0,0
7,-99,"lorch","fatness",4,"find creatures",6.973,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","lorch","learning_trial",0.959540307787,0.565722040445,-99,0,0
