workerid,concept_number,labels,trial_num,true_labels,time_in_seconds,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.question,Answer.distribution,Answer.time_in_minutes
0,1,[true],11,[true],1.451,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[false],12,[false],1.338,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[false],13,[false],1.31,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[false],14,[false],4.747,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[true],15,[true],3.41,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[false],16,[false],4.292,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[false],17,[false],1.073,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[false],18,[false],0.999,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[false],19,[false],1.116,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[false],20,[false],1.04,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[false],21,[false],1.465,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[true],22,[true],1.439,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[true],23,[true],1.995,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[false],24,[false],2.305,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
0,1,[false],25,[false],0.948,"""English""","""2""","""Male""","""37""","""""","""""","""Yes""","""1.30""","""1""","""Windows""",1080,1920,"""Chrome""","""3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""3QOPOPHLGMXYTR93PO93FBO45KTBWB""","""Language experiment (Crittun 900)""","""Explore a new world and answer short questions (~ 10 minutes)""","""language research stanford fun cognitive science university teaching""","""$1.30""","""Mon Feb 05 16:00:37 PST 2018""","""4""","""0""","""0""","""4""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""300""","""Wed Mar 07 16:00:37 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3U18MJKL1UZ7QBKCHU8UAXO2RS9NC8""","""34BBWHLWHBORDSCKR80552V9EE2WIJ""",0,"""Approved""","""Mon Feb 05 16:30:27 PST 2018""","""Mon Feb 05 16:10:04 PST 2018""","""Mon Feb 05 16:25:27 PST 2018""","""Mon Feb 05 16:30:41 PST 2018""","""""","""""","""""","""""","""undefined""","""undefined""","""3.1126666666666667"""
